Civil_Status,Age,Children,Education_Level,Income,Total_Purchase,Wines,Fruits,Meat,Fish,Vegetables,Bread,Purchase_with_discounts,Online_Purchase,Store_Purchase,Web_visit
Married,44,2,Postgraduate,69389,797,422,7,238,69,46,15,1,7,12,4
Married,49,2,Bachelors,80134,1690,1218,16,272,104,0,80,2,5,6,6
Married,52,3,Postgraduate,43142,20,5,1,7,2,1,4,1,1,2,7
Married,77,1,Bachelors,80589,1428,507,93,520,242,40,26,1,5,5,1
Divorced_Widowed,31,1,Bachelors,34412,209,52,12,50,4,36,55,3,5,3,9
Divorced_Widowed,42,1,Bachelors,57537,545,191,56,139,51,8,100,4,4,8,4
Married,55,1,High School,22634,96,2,23,11,8,6,46,1,2,2,8
Married,73,1,Bachelors,51315,222,68,28,39,16,30,41,1,2,5,2
Married,49,4,Bachelors,36026,61,20,4,10,6,4,17,2,2,3,6
Married,48,3,Bachelors,24639,44,20,3,16,0,4,1,3,2,4,6
Married,49,4,Postgraduate,34578,8,7,0,1,0,0,0,1,1,2,6
Single,49,0,High School,65704,817,279,172,74,38,8,246,1,2,10,1
Divorced_Widowed,55,1,Bachelors,63810,1371,977,12,253,16,12,101,4,4,12,8
Married,52,2,Postgraduate,54132,42,30,1,8,0,0,3,1,1,3,7
Married,62,1,Bachelors,18690,60,6,1,7,23,4,19,1,1,2,8
Married,51,2,Bachelors,28164,78,3,18,26,11,8,12,3,2,4,7
Married,47,2,Postgraduate,34596,23,14,0,2,0,0,7,1,1,2,8
Married,49,2,Postgraduate,43269,19,10,1,7,0,0,1,1,1,2,8
Divorced_Widowed,63,2,High School,38741,61,7,10,17,8,6,13,2,2,3,7
Single,49,0,Bachelors,31907,449,33,87,64,175,16,74,1,6,6,7
Married,38,2,Postgraduate,27100,37,12,0,13,2,0,10,1,1,3,7
Divorced_Widowed,48,1,High School,31163,38,2,3,10,11,2,10,1,1,3,6
Married,36,1,Bachelors,92533,1131,693,21,118,110,147,42,1,6,11,2
Divorced_Widowed,48,2,Bachelors,34853,34,9,3,15,2,3,2,2,2,3,6
Divorced_Widowed,54,2,Bachelors,70844,294,129,26,67,3,67,2,5,6,5,7
Married,42,3,High School,31086,48,16,2,11,3,0,16,2,1,2,8
Married,60,3,Bachelors,60544,289,201,2,43,3,5,35,4,5,5,6
Married,35,1,High School,20491,30,5,4,5,4,2,10,1,0,2,7
Married,57,1,Bachelors,42523,125,14,36,11,3,26,35,1,1,4,2
Married,38,2,Bachelors,39922,156,29,12,59,19,1,36,2,3,4,8
Married,69,3,Bachelors,33402,70,26,2,19,10,5,8,3,2,3,8
Married,72,3,Postgraduate,36408,22,9,1,4,3,2,3,1,1,2,6
Married,42,2,Bachelors,21645,65,14,0,23,4,5,19,3,3,3,9
Single,73,0,Postgraduate,78427,1930,972,19,595,180,26,138,3,3,10,3
Married,75,1,Bachelors,82657,2283,966,168,672,246,105,126,1,7,10,4
Married,63,1,Bachelors,51876,310,99,27,102,28,48,6,1,2,8,1
Married,50,1,High School,78041,1319,482,35,553,72,160,17,1,4,9,2
Married,64,2,Bachelors,52852,879,714,8,99,11,0,47,4,10,5,8
Married,39,1,Postgraduate,70038,1244,587,54,348,71,54,130,1,4,8,2
Married,48,2,High School,69401,690,399,27,159,58,8,39,4,4,5,2
Married,49,2,Bachelors,46053,209,56,10,92,19,7,25,3,3,4,5
Married,56,1,Bachelors,77343,1134,227,151,573,98,54,31,1,3,9,1
Single,68,0,Bachelors,73892,1507,703,102,601,0,58,43,1,3,8,1
Divorced_Widowed,54,1,Postgraduate,40304,57,37,0,17,0,0,3,1,2,3,7
Married,56,1,Postgraduate,32727,529,167,13,180,86,13,70,2,7,5,8
Married,52,1,Bachelors,68695,1091,458,81,356,106,50,40,1,4,7,2
Divorced_Widowed,50,1,Bachelors,43300,180,91,3,52,2,1,31,3,4,4,8
Married,49,3,Bachelors,26290,77,15,8,16,11,5,22,4,2,4,6
Single,51,0,Bachelors,93790,2349,1302,68,731,89,114,45,0,6,12,2
Married,47,1,Postgraduate,38410,534,153,64,123,116,64,14,2,5,9,6
Divorced_Widowed,71,1,Postgraduate,64866,556,508,5,21,7,5,10,4,7,7,5
Married,62,2,Bachelors,57957,637,290,59,177,77,5,29,7,4,8,3
Married,66,3,Postgraduate,46015,46,38,0,2,0,0,6,1,1,3,7
Married,43,2,Bachelors,16531,44,2,13,6,7,5,11,3,3,3,7
Married,35,2,Postgraduate,28072,47,30,0,10,2,0,5,1,1,3,7
Divorced_Widowed,58,1,Postgraduate,49476,795,386,23,95,54,41,196,4,2,5,2
Married,68,2,Bachelors,50725,586,443,10,75,0,10,48,4,8,8,8
Married,69,1,Bachelors,83844,1574,901,31,345,75,31,191,1,4,11,1
Married,71,3,Postgraduate,41145,13,9,0,3,0,0,1,1,0,3,3
Married,51,2,Bachelors,67419,1471,846,84,352,91,56,42,4,9,8,5
Married,51,3,High School,23162,65,8,3,9,19,4,22,3,1,3,6
Married,44,2,Bachelors,34380,175,72,7,58,13,1,24,4,4,3,8
Divorced_Widowed,55,1,Bachelors,34704,40,29,0,5,0,1,5,1,1,3,5
Married,52,3,Postgraduate,94871,1078,169,24,553,188,0,144,1,8,4,7
Married,63,2,Bachelors,65148,1115,460,35,422,33,12,153,2,6,7,4
Married,67,2,Bachelors,39898,134,69,8,26,12,7,12,2,3,4,7
Single,65,0,Postgraduate,64857,1540,556,14,717,210,0,43,1,7,10,4
Married,51,2,Postgraduate,59892,87,73,0,13,0,1,0,1,2,3,3
Single,34,0,Postgraduate,41020,217,112,1,54,7,7,36,1,3,4,3
Married,60,2,Postgraduate,57072,1034,944,0,60,0,0,30,2,7,13,5
Divorced_Widowed,42,1,Bachelors,60474,1180,265,199,303,234,9,170,7,10,12,7
Married,61,2,Bachelors,62807,819,526,28,135,10,21,99,3,5,12,5
Married,40,2,High School,19414,32,2,3,12,3,5,7,1,1,3,8
Married,41,2,Bachelors,19107,46,2,4,9,10,5,16,2,1,3,7
Married,45,2,High School,75484,1159,378,97,259,197,194,34,2,7,6,4
Divorced_Widowed,45,1,Postgraduate,70379,860,553,25,142,65,67,8,3,6,13,4
Married,51,1,Postgraduate,79419,1631,751,127,687,20,15,31,1,4,4,2
Married,75,4,Postgraduate,64014,444,406,0,30,0,0,8,7,8,5,7
Married,66,2,Bachelors,76998,1910,1449,89,161,69,35,107,2,11,8,6
Married,49,2,Postgraduate,49854,380,123,17,171,39,0,30,5,6,5,6
Married,50,3,Postgraduate,60585,736,267,42,309,55,42,21,10,7,9,5
Divorced_Widowed,71,2,Postgraduate,42873,269,209,0,40,3,2,15,4,6,4,8
Married,33,1,Bachelors,87679,2524,1259,172,815,97,148,33,1,7,10,4
Married,43,2,Bachelors,57867,612,344,35,178,15,23,17,7,7,9,6
Married,31,2,Bachelors,35765,75,22,3,30,0,5,15,2,2,4,6
Married,62,1,Bachelors,65492,1045,247,161,295,210,85,47,2,4,13,2
Divorced_Widowed,44,1,Bachelors,32952,55,38,0,12,3,1,1,1,2,3,7
Married,52,2,Postgraduate,53374,1064,896,10,101,13,10,34,6,4,9,9
Married,62,2,Bachelors,71706,1443,931,56,253,91,98,14,4,9,7,5
Married,33,1,Bachelors,68487,1366,758,12,385,33,89,89,1,9,13,4
Married,46,3,Postgraduate,53253,436,216,9,57,20,9,125,7,4,5,5
Divorced_Widowed,48,1,High School,31163,38,2,3,10,11,2,10,1,1,3,6
Married,44,2,Bachelors,42014,436,244,15,108,4,15,50,6,7,6,8
Married,48,3,Postgraduate,54108,747,539,6,91,8,6,97,13,8,9,8
Single,66,0,Postgraduate,49667,1396,1181,26,120,17,13,39,2,5,5,8
Married,47,1,Postgraduate,63206,928,750,8,125,11,8,26,1,4,6,2
Married,49,3,Postgraduate,57136,642,306,5,109,21,109,92,9,5,10,6
Married,46,2,High School,46772,1048,350,104,189,197,151,57,6,11,5,8
Married,50,1,Postgraduate,78931,943,331,197,170,58,152,35,1,2,13,1
Married,63,2,Bachelors,53977,907,620,16,165,0,24,82,5,5,12,5
Married,33,1,Bachelors,84219,1198,434,137,400,45,137,45,1,3,10,1
Divorced_Widowed,46,2,Postgraduate,46098,120,57,0,27,0,0,36,4,3,2,8
Married,56,2,Bachelors,73538,1658,811,76,428,99,137,107,3,10,9,7
Married,35,1,Bachelors,79529,1638,423,42,706,73,197,197,1,4,9,2
Married,44,1,High School,20981,73,2,12,10,6,13,30,1,3,2,8
Divorced_Widowed,41,1,Bachelors,51766,275,60,51,87,6,20,51,2,4,4,5
Married,59,2,Bachelors,55759,854,675,0,85,10,7,77,5,10,8,8
Married,43,2,Bachelors,33039,78,30,8,12,8,8,12,1,2,4,5
Married,49,2,Postgraduate,37787,106,40,1,40,4,3,18,1,3,3,8
Divorced_Widowed,51,1,Bachelors,27242,106,3,17,26,20,1,39,2,2,3,9
Single,38,0,Postgraduate,87188,1923,910,111,724,49,74,55,1,10,6,3
Married,50,1,Bachelors,69930,1662,252,98,827,219,70,196,1,4,12,3
Divorced_Widowed,45,1,Bachelors,37697,84,34,6,21,11,4,8,1,2,3,6
Married,48,2,Postgraduate,37401,48,19,3,19,3,1,3,2,2,3,7
Divorced_Widowed,48,1,Bachelors,3502,5,2,1,1,0,0,1,0,0,0,14
Married,45,3,Bachelors,58597,733,490,0,184,10,28,21,12,7,9,7
Single,73,0,Postgraduate,82032,1234,332,194,377,149,125,57,0,4,7,1
Married,63,3,Bachelors,28087,112,53,8,17,13,0,21,3,2,2,7
Single,34,0,Postgraduate,74004,1658,784,48,560,42,176,48,1,4,4,3
Married,61,2,Bachelors,19740,55,7,11,3,10,4,20,2,1,3,5
Married,46,2,High School,57036,1513,1171,43,219,19,14,47,4,6,13,9
Married,63,3,High School,53083,271,215,7,33,3,0,13,6,5,5,7
Married,46,2,Postgraduate,69283,904,674,62,134,0,26,8,4,7,13,5
Divorced_Widowed,46,2,Postgraduate,46098,120,57,0,27,0,0,36,4,3,2,8
Married,33,2,High School,23331,103,5,36,7,0,10,45,2,3,3,8
Divorced_Widowed,33,1,High School,23331,269,104,20,101,24,15,5,6,5,5,9
Divorced_Widowed,32,1,Bachelors,9255,22,9,0,7,2,0,4,1,1,2,8
Single,62,0,Postgraduate,67786,1156,431,82,441,80,20,102,1,3,6,1
Married,50,2,Postgraduate,71969,1086,1000,0,76,0,0,10,3,3,9,8
Divorced_Widowed,54,1,Postgraduate,59235,1128,448,40,469,80,0,91,3,11,12,7
Married,32,2,Bachelors,31928,72,33,4,24,4,2,5,2,3,4,7
Married,60,3,Postgraduate,74881,964,505,72,270,36,27,54,4,9,12,5
Married,43,1,Bachelors,65819,1383,267,38,701,149,165,63,1,5,10,3
Divorced_Widowed,68,3,Postgraduate,51411,18,14,0,3,0,0,1,1,0,3,5
Divorced_Widowed,57,1,Bachelors,51983,793,631,0,115,10,7,30,3,9,10,7
Married,35,2,Postgraduate,42386,100,65,4,16,0,4,11,1,3,3,8
Married,34,1,High School,30390,80,10,12,12,25,1,20,1,2,3,6
Single,58,0,Bachelors,30983,167,51,4,50,12,1,49,1,4,3,8
Divorced_Widowed,64,1,Bachelors,66033,677,293,35,179,46,59,65,2,8,7,7
Married,46,3,High School,37284,23,11,1,2,2,1,6,1,0,3,6
Divorced_Widowed,70,1,Postgraduate,57530,92,50,1,27,6,7,1,1,1,4,1
Married,56,1,High School,76800,641,173,26,255,35,71,81,1,4,7,1
Married,65,2,Bachelors,63943,1106,423,184,368,13,97,21,1,6,6,5
Married,59,1,Bachelors,76081,1033,292,30,415,63,33,200,1,4,4,2
Married,47,2,Bachelors,67445,1174,757,80,217,29,80,11,5,9,12,6
Married,54,3,Postgraduate,37054,25,12,1,6,0,1,5,2,1,3,7
Married,59,3,Postgraduate,47175,240,167,2,44,6,2,19,7,4,4,8
Divorced_Widowed,45,1,Bachelors,31859,20,3,1,3,8,0,5,1,1,2,7
Divorced_Widowed,60,3,Bachelors,27215,102,30,5,22,8,9,28,4,2,4,6
Divorced_Widowed,45,1,Postgraduate,70179,1034,532,88,168,69,44,133,3,7,13,5
Married,38,2,Bachelors,39922,156,29,12,59,19,1,36,2,3,4,8
Married,45,3,Postgraduate,49681,458,411,0,26,0,0,21,6,7,7,7
Married,33,2,Bachelors,24645,17,5,3,4,4,1,0,1,1,2,8
Divorced_Widowed,67,1,Bachelors,79865,792,71,99,278,185,121,38,1,5,5,1
Married,36,2,Bachelors,44322,92,46,0,40,3,0,3,2,3,3,8
Divorced_Widowed,69,1,Bachelors,47958,407,268,11,88,15,3,22,2,6,5,5
Divorced_Widowed,57,1,Postgraduate,63972,1269,928,63,254,0,12,12,4,5,10,4
Married,67,2,Bachelors,75315,841,459,15,171,142,23,31,2,5,12,2
Married,71,3,Postgraduate,55517,633,483,0,108,0,6,36,5,11,6,9
Married,64,4,Postgraduate,75283,1019,733,9,180,12,19,66,11,6,5,4
Single,75,0,Postgraduate,82800,1315,1006,22,115,59,68,45,1,7,12,3
Married,67,3,Bachelors,38998,54,34,1,14,0,0,5,3,2,3,8
Single,30,0,Postgraduate,90638,2525,1156,120,915,94,144,96,1,3,10,1
Married,35,2,Postgraduate,27161,52,7,4,23,7,0,11,1,1,3,7
Married,44,2,Bachelors,42014,436,244,15,108,4,15,50,6,7,6,8
Married,61,2,Postgraduate,38201,268,233,0,23,0,0,12,4,5,5,8
Married,39,3,Bachelors,45203,147,35,3,67,10,8,24,1,3,3,6
Married,74,1,Postgraduate,81574,1798,1252,0,465,46,35,0,1,4,8,1
Married,29,1,Bachelors,34935,137,34,4,66,3,10,20,1,2,4,7
Divorced_Widowed,45,1,Postgraduate,60482,507,255,43,134,37,14,24,1,7,7,7
Married,65,4,Bachelors,34633,15,8,1,5,0,0,1,1,1,2,6
Married,74,1,Postgraduate,78093,1105,368,32,639,13,43,10,1,4,5,1
Single,71,0,Bachelors,82460,974,255,47,573,52,32,15,1,5,6,1
Married,55,2,Postgraduate,45903,66,33,8,10,2,10,3,2,2,3,4
Single,34,0,Bachelors,81361,778,163,23,424,27,65,76,1,3,13,1
Divorced_Widowed,48,2,Postgraduate,35860,49,15,0,8,4,2,20,2,1,2,5
Married,69,3,Postgraduate,40442,169,45,12,52,25,22,13,4,3,4,7
Married,56,1,Bachelors,61482,299,48,58,68,16,66,43,1,3,6,2
Married,41,2,Bachelors,34968,221,158,6,45,8,2,2,7,3,5,7
Married,34,1,Bachelors,75794,1682,754,160,625,63,32,48,1,7,12,3
Married,59,2,Postgraduate,31497,155,108,1,28,13,1,4,2,3,4,8
Married,66,1,Bachelors,74268,892,199,66,315,97,174,41,1,4,5,2
Married,33,2,High School,13724,58,2,7,5,2,15,27,1,2,2,9
Married,56,2,Postgraduate,45143,311,202,5,74,11,5,14,3,6,5,7
Divorced_Widowed,54,1,Postgraduate,52569,95,85,0,3,0,0,7,1,2,4,3
Divorced_Widowed,48,1,Postgraduate,48432,424,322,3,50,4,3,42,5,7,6,8
Married,61,3,Postgraduate,17144,47,18,2,19,0,2,6,5,3,4,7
Divorced_Widowed,37,1,Bachelors,36108,339,141,8,129,3,11,47,3,7,4,9
Married,50,2,Bachelors,76445,1410,739,107,309,140,80,35,1,2,13,6
Married,46,2,Postgraduate,36663,35,18,0,6,3,3,5,1,1,3,2
Married,56,2,Postgraduate,53843,562,378,0,88,19,4,73,4,8,3,7
Married,65,1,Postgraduate,90226,2352,1083,108,649,253,151,108,1,4,12,2
Single,66,0,Postgraduate,70638,1334,1016,12,215,16,12,63,1,4,10,3
Married,61,3,Bachelors,44512,32,23,1,6,0,0,2,2,1,3,4
Married,60,3,Bachelors,27116,41,12,1,21,2,2,3,2,2,3,7
Married,58,3,Postgraduate,54072,39,35,0,4,0,0,0,1,2,2,8
Married,44,2,Bachelors,71855,1141,548,31,422,0,112,28,4,5,11,3
Divorced_Widowed,31,1,High School,51250,710,342,32,230,34,32,40,5,10,4,9
Married,48,2,Postgraduate,60432,401,365,3,15,4,3,11,5,7,5,6
Married,57,2,Postgraduate,65526,506,397,19,69,12,0,9,1,4,8,2
Single,33,0,Bachelors,68655,1538,456,19,832,75,118,38,1,4,11,3
Married,43,1,High School,12393,57,5,6,15,11,7,13,1,2,3,9
Single,31,0,Bachelors,64509,1722,836,185,575,24,25,77,1,6,9,4
Divorced_Widowed,46,1,Bachelors,33955,270,100,2,128,23,7,10,4,5,5,8
Married,44,3,Bachelors,31353,31,10,0,10,3,1,7,2,1,2,8
Married,37,2,Bachelors,55434,882,238,115,215,169,69,76,3,5,13,4
Married,38,2,Bachelors,28359,16,6,0,5,2,1,2,1,1,2,7
Divorced_Widowed,34,1,Bachelors,57100,311,158,11,99,15,11,17,2,3,7,3
Married,56,2,Bachelors,69139,227,86,12,75,33,15,6,1,4,5,4
Married,65,2,Postgraduate,52973,1152,856,0,76,12,9,199,7,9,9,8
Married,56,2,Postgraduate,51717,122,98,1,17,0,1,5,1,3,4,7
Married,50,2,Bachelors,18793,77,4,16,20,0,17,20,3,2,4,8
Married,39,1,High School,66664,1289,398,96,447,220,96,32,1,5,6,3
Divorced_Widowed,62,2,Bachelors,50664,561,313,8,104,6,4,126,9,8,6,9
Married,58,3,Bachelors,54414,211,109,18,16,24,26,18,4,3,5,4
Married,69,2,Postgraduate,54549,233,216,2,6,0,0,9,2,5,4,7
Divorced_Widowed,50,1,Postgraduate,47111,1092,595,71,153,120,112,41,6,3,10,9
Single,58,0,Postgraduate,41003,601,123,133,142,71,44,88,1,6,8,6
Married,39,2,Bachelors,19444,54,16,0,23,3,2,10,3,4,2,7
Married,45,2,High School,36301,78,11,12,35,3,5,12,1,3,3,7
Married,74,2,Postgraduate,73059,1095,410,112,420,0,82,71,1,9,13,4
Married,52,2,Postgraduate,42731,244,159,2,51,6,2,24,3,4,5,5
Married,62,3,Postgraduate,52854,116,105,0,10,0,1,0,2,2,4,5
Married,43,2,Bachelors,22775,15,5,1,8,0,0,1,1,1,2,8
Married,73,3,Postgraduate,46681,425,269,15,69,15,19,38,2,4,4,5
Married,66,2,Postgraduate,59821,734,629,0,70,0,0,35,6,11,7,8
Divorced_Widowed,67,1,Bachelors,50002,638,443,5,71,21,16,82,2,8,7,7
Married,76,1,Bachelors,69755,894,217,77,373,111,23,93,1,3,12,1
Married,52,3,Bachelors,44078,41,24,1,10,2,0,4,2,2,3,5
Married,45,2,Postgraduate,30560,31,9,1,5,4,5,7,1,1,3,7
Married,52,3,Postgraduate,35924,34,8,0,14,2,3,7,1,1,3,5
Divorced_Widowed,57,2,Postgraduate,64140,1750,1459,0,61,0,15,215,5,2,6,5
Married,40,3,Bachelors,56386,612,230,48,214,13,32,75,8,9,7,9
Married,42,2,High School,24594,29,1,3,6,10,0,9,1,1,3,5
Married,40,2,High School,75774,823,340,21,134,258,14,56,1,7,8,4
Single,61,0,Postgraduate,39228,20,7,1,6,0,3,3,1,0,3,4
Married,47,2,Postgraduate,58494,396,298,7,68,4,0,19,2,6,6,6
Single,40,0,Bachelors,58684,813,479,35,179,28,7,85,1,5,12,2
Single,54,0,Bachelors,57136,1179,267,140,599,34,12,127,1,7,7,6
Divorced_Widowed,71,2,Postgraduate,56551,138,67,4,32,17,2,16,3,2,4,4
Married,39,2,Bachelors,22448,55,3,1,8,23,2,18,3,2,3,3
Single,60,0,Bachelors,82014,1511,980,37,265,35,163,31,1,3,12,6
Divorced_Widowed,58,2,Bachelors,34213,117,50,4,28,6,3,26,3,3,2,9
Divorced_Widowed,74,1,Postgraduate,25358,32,19,0,5,0,0,8,2,1,3,6
Divorced_Widowed,43,1,Postgraduate,35544,67,30,5,23,4,1,4,1,2,3,7
Married,67,2,Postgraduate,36634,335,213,9,76,4,3,30,3,5,5,7
Married,67,2,Postgraduate,62670,825,539,30,92,80,46,38,1,5,13,3
Married,49,2,High School,50334,694,284,16,160,84,16,134,6,7,6,6
Single,40,0,Bachelors,72066,1792,1003,34,536,134,51,34,1,4,6,2
Divorced_Widowed,63,2,Postgraduate,50729,496,239,13,143,45,4,52,9,6,7,6
Married,53,3,Bachelors,34916,231,51,23,82,33,0,42,4,5,3,9
Divorced_Widowed,45,1,Bachelors,64892,902,527,24,230,32,24,65,2,6,12,4
Divorced_Widowed,55,2,Bachelors,43602,68,19,5,12,10,3,19,3,3,2,6
Single,32,0,Postgraduate,33996,71,40,2,15,8,0,6,1,1,3,4
Divorced_Widowed,36,1,High School,41473,76,21,8,20,15,3,9,1,2,3,7
Married,54,3,Postgraduate,63246,772,593,30,91,29,22,7,1,6,12,4
Married,62,3,Postgraduate,36732,47,21,5,3,10,1,7,3,1,4,2
Married,51,2,Postgraduate,69084,1586,1181,107,199,39,30,30,2,7,13,8
Married,54,2,Postgraduate,77766,1529,1004,59,265,115,59,27,2,11,11,6
Single,36,0,Postgraduate,37929,265,202,2,46,3,2,10,2,4,5,7
Married,70,1,Bachelors,86610,1603,446,107,768,33,196,53,1,5,6,2
Married,35,1,Postgraduate,80141,2091,1184,102,673,52,40,40,1,7,10,6
Married,66,1,High School,72635,981,390,22,323,104,35,107,1,6,6,3
Married,51,2,Bachelors,69016,1533,726,53,363,123,107,161,4,8,13,5
Married,30,1,High School,20193,82,8,8,22,24,11,9,1,1,4,4
Married,46,2,Bachelors,27573,244,50,15,110,39,15,15,4,5,4,8
Divorced_Widowed,42,1,High School,15862,36,1,1,4,11,9,10,1,1,3,8
Married,45,2,Postgraduate,49544,404,308,0,73,0,0,23,2,5,8,7
Married,41,2,Bachelors,33228,71,22,2,31,7,4,5,1,2,3,7
Married,43,1,Bachelors,70440,1572,690,117,499,76,102,88,1,5,7,3
Married,50,3,Bachelors,38232,122,43,5,28,7,6,33,4,3,3,5
Married,66,3,Postgraduate,22554,41,27,0,10,0,0,4,4,2,4,5
Married,38,2,Postgraduate,23536,10,6,0,3,0,0,1,1,0,3,3
Married,69,2,Bachelors,49413,304,205,7,41,3,2,46,2,4,5,5
Married,52,3,Bachelors,42231,37,24,0,8,0,1,4,1,1,3,5
Single,41,0,Postgraduate,78789,1754,667,50,850,21,83,83,1,4,5,2
Married,53,2,Bachelors,56534,815,691,7,61,10,0,46,4,10,7,8
Divorced_Widowed,50,1,Bachelors,58350,1001,493,26,206,116,80,80,4,8,12,6
Single,32,0,Bachelors,81217,1157,493,70,324,146,40,84,1,3,11,1
Divorced_Widowed,70,1,Bachelors,49090,688,494,5,82,7,0,100,3,7,9,7
Single,34,0,Postgraduate,61787,1319,621,73,414,78,48,85,1,8,6,5
Married,36,2,Postgraduate,18169,21,9,0,5,0,0,7,1,1,2,8
Divorced_Widowed,40,1,High School,24336,31,1,6,2,8,2,12,1,1,2,7
Married,31,1,Bachelors,18222,67,12,4,19,12,6,14,1,2,3,8
Divorced_Widowed,69,1,Bachelors,62335,708,243,131,217,85,6,26,2,3,13,2
Married,50,3,High School,42033,25,11,1,4,2,0,7,1,1,2,7
Married,38,1,Postgraduate,86580,746,532,21,127,26,20,20,0,4,5,1
Divorced_Widowed,64,2,Postgraduate,41437,32,29,0,2,0,0,1,1,1,3,7
Divorced_Widowed,70,2,Postgraduate,73705,1695,612,91,520,258,107,107,2,9,8,5
Married,45,2,Bachelors,61064,1080,387,126,342,0,45,180,5,8,11,6
Married,66,3,Postgraduate,38452,72,56,0,14,0,0,2,3,3,3,7
Divorced_Widowed,32,1,Bachelors,18358,57,6,8,19,16,4,4,3,3,4,7
Married,48,2,Postgraduate,55012,660,582,0,65,0,0,13,6,8,9,5
Married,48,2,High School,9722,103,6,17,16,6,16,42,4,3,3,8
Married,37,2,Postgraduate,38175,153,70,6,69,2,3,3,3,3,4,7
Married,65,2,Postgraduate,58656,1220,962,12,194,16,24,12,4,7,13,6
Married,56,2,Bachelors,52117,279,112,10,107,30,0,20,2,5,4,7
Married,43,2,Bachelors,64813,745,293,0,124,179,97,52,1,7,10,5
Married,48,2,Postgraduate,54222,264,199,12,31,3,12,7,1,3,5,3
Married,35,1,Bachelors,83512,2157,1060,61,835,80,20,101,1,4,10,1
Married,62,2,Postgraduate,77520,1526,940,44,396,0,88,58,1,8,7,4
Married,43,2,Bachelors,41154,69,44,2,11,2,3,7,1,1,4,5
Married,55,1,Bachelors,80398,1597,342,51,936,207,35,26,1,5,12,3
Divorced_Widowed,29,1,High School,18746,64,2,10,11,12,9,20,2,3,3,6
Married,37,2,Bachelors,35196,497,75,12,141,43,39,187,6,6,5,8
Divorced_Widowed,65,1,Bachelors,60230,1067,520,20,367,39,81,40,2,6,6,5
Married,44,3,Bachelors,22108,31,5,3,9,6,2,6,2,2,3,7
Married,47,3,Bachelors,44392,211,87,5,71,7,12,29,5,4,4,7
Married,45,2,Postgraduate,55424,877,462,61,184,10,53,107,4,7,9,6
Married,42,2,Bachelors,17688,11,2,2,1,3,1,2,1,1,2,8
Married,38,1,Postgraduate,92491,2034,979,44,935,29,25,22,1,7,12,3
Single,30,0,Bachelors,90273,1991,704,129,853,120,74,111,1,5,7,2
Single,59,0,Postgraduate,82571,1686,861,31,558,62,95,79,0,6,13,2
Divorced_Widowed,39,1,Postgraduate,38513,324,172,3,115,16,0,18,5,6,5,8
Divorced_Widowed,42,1,Postgraduate,16653,69,5,7,31,15,4,7,3,2,3,6
Married,66,3,Bachelors,42586,252,194,2,56,0,0,0,5,4,6,8
Divorced_Widowed,56,1,High School,23529,54,9,7,13,3,2,20,1,1,2,6
Married,60,3,Postgraduate,74881,964,505,72,270,36,27,54,4,9,12,5
Married,70,2,Bachelors,71107,1327,533,10,217,198,174,195,2,7,13,4
Married,57,3,Postgraduate,46910,68,48,0,14,0,0,6,2,2,3,6
Married,62,1,Bachelors,18690,60,6,1,7,23,4,19,1,1,2,8
Divorced_Widowed,66,2,Bachelors,37244,55,18,2,10,0,0,25,1,1,2,7
Married,55,1,Bachelors,82427,1456,482,147,509,104,107,107,1,3,12,1
Divorced_Widowed,63,1,High School,75342,563,204,97,97,21,118,26,1,5,10,4
Divorced_Widowed,67,1,Bachelors,70044,1504,1073,0,250,153,14,14,4,7,5,5
Divorced_Widowed,54,2,Bachelors,79146,564,245,16,223,21,43,16,2,8,8,6
Married,58,1,Bachelors,77437,1125,560,21,442,29,44,29,1,4,13,1
Married,62,2,Bachelors,54984,358,173,13,131,32,3,6,4,6,6,7
Married,50,2,Postgraduate,42403,42,22,1,11,0,5,3,1,1,3,8
Married,57,2,Bachelors,55761,184,136,1,12,0,3,32,2,4,3,6
Married,38,2,Bachelors,37292,460,275,0,86,10,23,66,5,6,5,8
Single,76,0,Postgraduate,45576,145,56,19,29,2,14,25,1,3,3,8
Married,74,1,Bachelors,70321,1376,303,23,751,82,26,191,1,6,13,4
Divorced_Widowed,52,1,Postgraduate,58086,792,708,7,62,0,0,15,2,11,7,8
Married,69,1,Bachelors,81795,1382,324,132,693,27,118,88,1,4,7,2
Married,74,1,High School,28389,28,1,5,3,7,4,8,1,1,2,7
Married,75,1,Postgraduate,66835,1033,620,26,195,34,17,141,1,6,13,2
Divorced_Widowed,52,1,Bachelors,69901,882,312,21,206,102,92,149,3,7,10,5
Married,72,1,Postgraduate,80360,2231,1493,86,454,112,43,43,2,4,5,2
Married,60,2,Postgraduate,63342,1101,918,21,118,13,10,21,3,8,5,6
Married,47,2,Bachelors,44989,369,98,0,106,49,10,106,5,5,5,6
Divorced_Widowed,41,1,High School,31859,48,3,4,7,15,8,11,1,1,3,7
Divorced_Widowed,72,1,Postgraduate,51569,467,380,0,47,6,0,34,4,7,7,8
Divorced_Widowed,50,2,Bachelors,30372,44,15,0,12,7,3,7,3,2,3,7
Divorced_Widowed,42,2,High School,16014,38,3,9,4,7,8,7,4,1,4,3
Married,53,3,Bachelors,41120,81,24,2,23,0,8,24,3,2,3,6
Divorced_Widowed,50,1,Postgraduate,39763,167,80,1,60,4,6,16,2,5,2,9
